,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
0,0,A.K.Tolstoy,Akhsharumov,Aksakov,Alekseyev,Amfiteatrov,Annenskaya,Apraksin,Apukhtin,Askochenskiy,Avdeyev,Avenarius,Begichev,Bestuzhev,Bestuzhev_marlinskiy,Blok,Boborykin,Bryusov,Bulgarin,Butkov,Chekhov,Chernyshevskiy,Dal,Danilevskiy,Dmitriyev,Dostoevsky,Driyanskiy,Druzhinin,Durova,Ertel,Filippov,Furman,Gan,Garin_mikhaylovskiy,Garshin,Gertsen,Geyntse,Gippius,Glinkav,Gogol,Goncharov,Gorkiy,Gorky,Grebenka,Grech,Grigorovich,Herzen,Iogel,Kalashnikov,Karnovich,Khomyakov,Khvoshchinskaya,Kogan,Kokhanovskaya,Kokorev,Kolbasin,Konshin,Kornilovich,Korolenko,Krasnitskiy,Krasnova,Krestovskaya,Kryukov,Kryzhanovskaya,Kugushev,Kulchitskiy,Kuprin,Kushchevskiy,Lazhechnikov,Lebedev,Leontyev,Leontyev_shcheglov,Lermontov,Leskov,Levitov,Leykin,Linev,Lukhmanova,Machtet,Maklakova_nelidova,Maksimov,Mamin_sibiryak,Markevich,Masalskiy,Melnikov,Menshikov,Merder,Mikhaylov,Mordovtsev,Moskvin,Narezhnyy,Naumov,Nekrasov,Nekrasov_i_dr,Nemirovich_danchenko,Nikitin,Odoyevskiy,Omulevskiy,Panayev,Panayeva,Pavlov,Pisemskiy,Pleshcheyev,Pogodin,Pogorelskiy,Polevoy,Polevoypn,Pomyalovskiy,Potapenko,Poznyakov,Pushkin,Remezov,Reshetnikov,Rostopchina,Salias,Salov,Saltykov_shchedrin,Senkovskiy,Shalikova,Shapir,Sheller_mikhaylov,Shklyarevskiy,Sholokhov,Slavutinskiy,Sleptsov,Sokolovskiy,Sollogub,Solovyevvs,Somov,Stanyukovich,Starostin,Sukhonin,Tan_bogoraz,Teleshov,Terpigorev,Timofeyev,Tolstoy,Tur,Turgenev,Uspenskiyg,Veltman,Veltmane,Veresayev,Vereshchagin,Veselitskaya,Volkonskiy,Vonlyarlyarskiy,Yakubovich,Yasinskiy,Yelpatyevskiy,Yermolova,Yurkovskiy,Zagoskin,Zasodimskiy,Zhadovskaya,Zhelikhovskaya,Zhukova,Zlatovratskiy,Zotov
88,Mordovtsev,10444.07207,10475.78101,10458.70728,10458.34527,10467.40438,10753.00762,10559.26805,10548.27339,10318.8823,10502.71182,10524.96246,10377.68719,10465.2606,10519.12962,10560.85083,10736.95049,10887.97717,10739.76673,10483.798062403577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Moskvin,4093.881974,2923.680966,4442.164662,4552.194655,2577.40576,5430.336492,3135.296335,3664.209784,2833.639732,3217.920225,3546.557977,2596.599797,2916.726299,5241.830235,4308.12169,7788.282628,8049.001748,7475.988474,2515.456554467695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Narezhnyy,6212.346957,6121.34744,6227.358593,6265.013273,6161.633936,6441.866996,6176.887691,6223.933612,6086.675901,6124.705799,6173.84551,6059.680649,6089.216922,6336.305607,6301.563707,8009.725206,8119.779218,7663.238963,6148.282379171827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Naumov,4135.119265,2938.315432,4454.346269,4584.925132,2605.378454,5478.311807,3142.145874,3686.621405,2838.676465,3245.787069,3556.112672,2608.417304,2935.363967,5236.999261,4390.027611,7769.699364,8024.267342,7525.88093,2471.2364845051284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Nekrasov,4124.046096,3011.646572,4460.816999,4588.37284,2981.815576,5531.692837,3188.427541,3721.508276,2947.041531,3271.887285,3573.872224,2931.01057,3037.45806,5257.235137,4270.73591,7816.654629,8109.102765,7514.843744,2938.842596320642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Nekrasov_i_dr,8193.475958,8070.986183,8141.25008,8174.402088,8130.728958,8295.444023,8177.527374,8102.703327,8053.818367,8044.45068,8117.905241,8101.700292,8107.720013,8297.847134,8298.592188,8473.300236,8658.319827,8597.935308,8143.0731327124995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Nemirovich_danchenko,4201.624245,2893.305011,4487.365041,4644.609706,2546.243225,5508.507369,3116.54911,3671.745292,2812.025332,3219.820385,3550.637467,2568.267336,2902.874306,5336.576996,4422.795492,7862.75449,8192.638456,7686.783601,2084.079183500321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Nikitin,4136.05428,2932.266544,4476.625567,4578.110636,2661.071776,5485.330781,3133.80348,3680.246662,2762.438363,3252.662814,3538.515833,2533.373261,2916.647425,5243.883049,4375.655523,7777.376716,8065.372809,7520.438144,2595.608886029443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Odoyevskiy,4102.258862,2899.728405,4457.334429,4562.997655,2552.647556,5475.875671,3112.98298,3664.342352,2798.429824,3214.408048,3523.047058,2567.48304,2878.639402,5238.0066,4227.485572,7798.030442,7992.046842,7517.999119,2102.931020824233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Omulevskiy,4817.08567,4616.334778,4832.827057,4873.526389,4647.142408,5613.19802,4688.577481,4711.744689,4595.261216,4634.690418,4711.031418,4634.817992,4653.676701,5437.373028,4874.528317,7864.156794,8167.851018,7674.741403,4627.402124068017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Panayev,6493.430548,6334.994299,6474.181763,6507.625852,6385.782671,6615.663228,6423.427468,6385.660558,6285.886633,6321.332644,6390.47429,6323.675624,6353.102172,6581.399059,6553.794067,7976.456818,8210.280267,7782.485727,6390.643942129231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Panayeva,4181.938766,2970.958999,4476.849081,4616.241326,2943.90259,5448.832752,3175.853025,3696.765577,2926.763672,3260.59298,3564.005631,2913.289519,2973.389738,5306.890646,4410.066648,7815.045407,8047.029463,7581.959686,2901.5924737613814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pavlov,4180.356541,2933.211268,4490.314698,4613.055047,2581.712354,5496.167584,3143.373825,3681.918947,2861.864281,3223.730382,3540.150994,2630.422813,2895.96641,5255.234584,4312.744548,7835.323697,8033.580768,7568.942881,2512.6857608708424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pisemskiy,12630.88571,12425.81445,12462.69146,12592.02595,12626.2838,12679.62984,12588.03976,12432.56851,12421.19628,12353.53495,12442.20103,12536.57933,12473.5605,12761.62942,12899.73188,12670.23773,12979.87126,12896.53911,12645.672857726575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Pleshcheyev,4228.142812,3314.162992,4506.387532,4644.706482,3326.341126,5488.237856,3388.109995,3707.701104,3304.962433,3368.61895,3596.611784,3295.873914,3343.470641,5291.099641,4424.318569,7797.662886,7952.683218,7508.968808,3303.593692627287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Pogodin,4105.925587,2890.434529,4439.70001,4584.992711,2528.809539,5439.948482,3107.482826,3663.479306,2787.091515,3201.389035,3524.053563,2538.090179,2870.234045,5255.602213,4234.018601,7815.187517,8037.061524,7541.245198,2061.2356041183602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Pogorelskiy,4299.160392,3835.366751,4566.117989,4703.087504,3866.405163,5552.467731,3912.282644,3959.028288,3829.039436,3873.239166,3960.490481,3809.379773,3841.511262,5343.565305,4508.341756,7835.672714,8061.467321,7576.696601,3835.240252553934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Polevoy,6787.964128,6799.449014,6867.933835,6865.957177,6778.467603,7098.604635,6859.626627,6884.244573,6705.932532,6826.992907,6855.197993,6721.875007,6740.945673,6952.47403,6894.248609,8149.682404,8285.089,7811.899397,6811.994244275431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Polevoypn,4161.174533,3005.20219,4524.396279,4617.746919,2640.074068,5588.062566,3202.888484,3746.00058,2896.956568,3304.56839,3612.012027,2650.962925,2967.812122,5316.039262,4366.60494,7921.086503,8173.178506,7581.020778,2523.5786474249435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pomyalovskiy,4506.135246,4296.146037,4633.565152,4765.407611,4318.055547,5586.694334,4373.739162,4420.686081,4272.891709,4334.490554,4399.826867,4283.405145,4353.200779,5380.332298,4550.213441,7886.923944,8106.452556,7663.14991,4299.475730450111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Potapenko,4323.058056,3693.663983,4573.923331,4700.11455,3718.608705,5502.917974,3764.807109,3835.016227,3679.300729,3737.079572,3822.823147,3693.970118,3739.512145,5337.069835,4501.756277,7773.785407,8021.580634,7621.351812,3695.209923440355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Poznyakov,4144.770084,2924.546483,4439.511903,4576.727686,2592.346847,5411.972708,3122.926189,3652.731338,2838.215273,3228.452428,3524.713955,2627.059567,2927.531331,5231.759271,4374.282468,7675.952661,8003.20744,7482.794777,2510.064461608694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Pushkin,6474.546816,6416.3718,6524.451234,6534.726862,6436.152521,6709.012502,6482.576971,6484.05785,6349.284039,6422.947792,6448.272483,6361.546915,6388.342621,6604.953827,6579.378631,8073.396111,8277.128259,7768.636243,6412.998632096988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Remezov,4146.117036,2862.155515,4455.023964,4582.655766,2514.768001,5470.456601,3078.715937,3629.183623,2698.970233,3192.170662,3495.992404,2455.509537,2864.047815,5238.348971,4265.168208,7799.209047,8043.538091,7573.510029,2067.474387760997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Reshetnikov,6524.649487,6361.325748,6506.282246,6555.861974,6426.739733,6655.429813,6456.847674,6450.253634,6336.074263,6421.349316,6464.976585,6360.948605,6453.787207,6674.335629,6642.119503,7985.777686,8283.944552,7798.97708,6397.366098553584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Rostopchina,4814.71851,4609.223903,4840.668069,4857.911774,4608.799038,5685.007003,4678.831229,4733.055444,4590.442228,4612.258027,4697.136644,4585.527536,4609.933282,5433.425326,4786.164531,7974.12161,8083.540975,7715.010697,4642.136963076962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Salias,10744.53738,10615.85522,10652.74799,10713.3869,10734.15118,10874.35489,10689.42783,10614.47114,10501.16817,10575.05612,10622.48802,10557.45731,10600.55148,10833.02075,10885.59854,10897.32326,11133.42641,11000.77072,10716.585604473226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Salov,4170.442941,2976.762741,4486.875783,4618.52909,2822.985423,5535.755066,3173.193277,3712.933674,2841.821588,3282.979949,3582.106843,2722.78818,2965.047911,5270.251433,4390.819999,7842.887138,8046.220307,7617.446616,2759.10666304661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Saltykov_shchedrin,10855.60018,10640.80732,10770.84939,10816.60618,10747.59722,10932.07616,10729.67624,10747.6448,10641.60723,10612.05643,10641.24296,10665.71236,10723.17788,10874.32438,10910.59589,10937.33242,11154.45723,11066.20619,10772.420433869722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Senkovskiy,4212.775053,2960.961815,4498.852375,4623.506926,2637.998649,5498.272699,3169.7236,3701.451767,2885.782055,3256.855331,3553.756181,2655.670155,2933.846097,5253.83181,4337.801371,7807.919138,7994.317662,7566.791275,2595.599794132381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Shalikova,4188.674599,2903.278799,4459.534497,4611.228608,2558.948424,5439.261405,3117.164706,3652.11019,2841.496271,3198.209614,3524.975155,2606.83065,2895.951477,5277.350963,4378.964237,7774.805893,8047.345499,7612.844162,2331.1947605314886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Shapir,4172.441581,2879.830101,4471.935068,4598.927797,2539.855254,5439.512235,3103.671623,3658.41642,2817.198037,3189.58688,3506.348635,2595.821748,2890.158723,5258.912886,4339.5674,7806.761492,8034.13993,7660.270056,2208.369118923234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Sheller_mikhaylov,7582.48348,7474.225763,7574.826517,7615.232178,7517.342343,7717.470936,7554.077719,7540.921591,7451.828807,7460.408491,7524.463675,7483.019221,7500.43077,7696.568049,7688.314044,8210.467332,8391.145649,8000.885316,7557.369646121227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Shklyarevskiy,4251.211205,3102.048484,4553.133113,4679.581378,3109.686196,5544.82918,3209.295766,3743.235997,3090.581227,3323.074884,3629.000324,3069.118154,3124.338759,5331.73607,4450.557302,7905.126435,8074.707836,7636.673231,3073.168651592588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sholokhov,13925.78235,13946.32269,13991.12767,14023.9085,14011.99007,14233.83716,14142.99178,14033.48735,13875.53493,14035.77468,14100.45332,14020.69719,14104.79836,14038.06465,14091.78458,14071.36425,14399.95877,14269.4134,13972.78678946716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Slavutinskiy,4146.867515,3012.757499,4451.632305,4573.533167,2999.406309,5459.612752,3184.909593,3707.834778,2970.603304,3271.526772,3592.076256,2951.903918,3028.33944,5270.834218,4379.396101,7775.289482,8041.75483,7475.269931,2938.6664829702113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sleptsov,4159.046254,2895.876893,4462.425168,4592.319904,2571.833482,5441.095933,3108.95663,3656.570913,2824.016467,3209.486581,3520.749211,2602.197961,2904.112692,5276.177193,4387.869065,7750.120103,8020.045421,7583.475562,2441.6228874057456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sokolovskiy,4254.981998,3485.714131,4523.871483,4653.359554,3499.18278,5503.670257,3563.695813,3739.89918,3473.21384,3533.852001,3620.792697,3461.869371,3510.805165,5298.256686,4397.766754,7790.704474,8028.577817,7603.953069,3491.5792895488507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sollogub,4261.433631,3591.902453,4540.476722,4661.049464,3595.218124,5525.305791,3655.617399,3780.522661,3558.919576,3624.139032,3708.469535,3557.696129,3600.920689,5306.376313,4443.873617,7781.664763,8020.91628,7552.401257,3564.1337068157986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Solovyevvs,12680.98307,12451.67741,12520.90282,12588.54405,12524.44199,12710.97107,12578.28602,12532.11418,12506.02117,12387.64453,12513.25626,12479.45489,12462.96019,12630.12505,12722.18383,12736.93001,12904.02772,12834.83096,12669.158214328469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Somov,4110.087848,2903.479528,4430.175961,4561.734537,2544.093116,5483.793873,3098.727183,3647.969835,2792.920604,3204.327429,3526.020453,2544.993018,2863.660075,5236.437035,4295.768369,7824.773385,8047.243108,7528.005284,2065.6693824543827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Stanyukovich,10507.73952,10306.28717,10409.97734,10471.47113,10422.4467,10542.66268,10418.3206,10300.69993,10278.66145,10229.1944,10347.2058,10399.61259,10366.3925,10502.34194,10621.24523,10593.59086,10809.61145,10777.4403,10418.809959421005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Starostin,4844.145428,4628.643079,4871.004193,4902.043879,4677.206519,5600.478517,4688.059917,4740.958087,4460.019919,4684.099433,4742.728192,4470.616023,4683.31578,5374.45667,4862.840669,7846.691591,8044.326519,7658.032484,4624.36838721099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Sukhonin,4414.028532,4220.773652,4666.925054,4780.374206,4231.626996,5654.164414,4274.80949,4324.244869,4185.607778,4245.196132,4308.473531,4179.31963,4204.058321,5411.905991,4600.165963,7908.599582,8106.957143,7603.889943,4217.6893823194905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Tan_bogoraz,4228.333645,2992.622042,4532.614519,4648.974891,2645.520755,5568.900864,3196.454258,3753.154327,2901.904235,3299.676951,3587.333267,2671.255708,2970.417784,5298.478471,4383.904375,7902.806299,8095.140737,7691.944678,2415.5246590243387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Teleshov,4157.991692,2894.390932,4477.527975,4593.570945,2546.310593,5497.165814,3107.332339,3667.602485,2805.749983,3216.438371,3520.272478,2578.470624,2896.841703,5274.320426,4224.9429,7812.338714,8067.58318,7657.971302,2069.2018520675856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Terpigorev,4089.474789,2838.169117,4387.876648,4523.100533,2508.798022,5390.835168,3070.879658,3606.506208,2770.684403,3160.32088,3498.821767,2527.198477,2851.310233,5258.736453,4342.324037,7758.080098,8021.503419,7521.097498,2058.034604571265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
